date,home_team,away_team,team,minute
2007-11-21,New Zealand,Vanuatu,New Zealand,29.0
2007-11-21,Romania,Albania,Romania,69.0
2007-11-21,Romania,Albania,Romania,71.0
2008-01-20,Ghana,Guinea,Ghana,55.0
2008-01-21,Mali,Benin,Mali,49.0
2008-01-21,Namibia,Morocco,Morocco,40.0
2008-01-22,Egypt,Cameroon,Egypt,14.0
2008-01-22,Egypt,Cameroon,Cameroon,90.0
2008-01-24,Guinea,Morocco,Guinea,63.0
2008-01-26,Cameroon,Zambia,Cameroon,66.0
2008-01-26,Egypt,Sudan,Egypt,29.0
2008-01-30,Cameroon,Sudan,Cameroon,27.0
2008-02-03,Ghana,Nigeria,Nigeria,35.0
2008-02-04,Egypt,Angola,Egypt,23.0
2008-02-06,Iraq,China,Iraq,51.0
2008-03-26,Puerto Rico,Dominican Republic,Puerto Rico,96.0
2008-03-26,Uzbekistan,Saudi Arabia,Uzbekistan,67.0
2008-03-30,Bahamas,British Virgin Islands,British Virgin Islands,90.0
2008-03-30,Cayman Islands,Bermuda,Cayman Islands,63.0
2008-05-30,Latvia,Estonia,Latvia,48.0
2008-05-31,Cameroon,Cape Verde,Cameroon,56.0
2008-05-31,Rwanda,Mauritania,Rwanda,60.0
2008-05-31,Korea Republic,Jordan,Korea Republic,48.0
2008-06-02,Singapore,Uzbekistan,Singapore,31.0
2008-06-06,Algeria,Liberia,Algeria,46.0
2008-06-06,Djibouti,Egypt,Egypt,47.0
2008-06-07,Chad,Mali,Mali,21.0
2008-06-07,China,Qatar,Qatar,14.0
2008-06-07,Jordan,Korea Republic,Korea Republic,24.0
2008-06-07,Mauritania,Morocco,Mauritania,82.0
2008-06-07,Oman,Japan,Japan,53.0
2008-06-07,South Africa,Equatorial Guinea,Equatorial Guinea,78.0
2008-06-08,Austria,Croatia,Croatia,4.0
2008-06-08,DR Congo,Malawi,DR Congo,75.0
2008-06-12,Austria,Poland,Austria,90.0
2008-06-14,Gambia,Algeria,Gambia,19.0
2008-06-14,Sierra Leone,South Africa,Sierra Leone,22.0
2008-06-14,Sudan,Mali,Sudan,72.0
2008-06-14,Turkmenistan,Korea Republic,Turkmenistan,77.0
2008-06-14,Turkmenistan,Korea Republic,Korea Republic,90.0
2008-06-15,Belize,Mexico,Mexico,90.0
2008-06-15,Mauritius,Cape Verde,Cape Verde,43.0
2008-06-15,Switzerland,Portugal,Switzerland,83.0
2008-06-17,France,Italy,Italy,25.0
2008-06-17,Uruguay,Peru,Uruguay,38.0
2008-06-18,Jamaica,Bahamas,Jamaica,38.0
2008-06-19,Venezuela,Chile,Chile,65.0
2008-06-21,Morocco,Rwanda,Morocco,11.0
2008-06-21,Tunisia,Burundi,Tunisia,30.0
2008-06-21,Zambia,Eswatini,Zambia,85.0
2008-06-22,El Salvador,Panama,El Salvador,83.0
2008-06-22,Oman,Thailand,Thailand,3.0
2008-06-22,United Arab Emirates,Syria,United Arab Emirates,83.0
2008-08-20,Costa Rica,El Salvador,Costa Rica,49.0
2008-09-06,Austria,France,Austria,72.0
2008-09-06,Bahrain,Japan,Japan,44.0
2008-09-06,Ecuador,Bolivia,Ecuador,51.0
2008-09-06,Kenya,Namibia,Kenya,44.0
2008-09-06,Luxembourg,Greece,Greece,76.0
2008-09-06,Montenegro,Bulgaria,Montenegro,82.0
2008-09-06,Norway,Iceland,Norway,36.0
2008-09-06,Poland,Slovenia,Poland,17.0
2008-09-06,Sierra Leone,Equatorial Guinea,Equatorial Guinea,83.0
2008-09-06,Ukraine,Belarus,Ukraine,90.0
2008-09-10,Andorra,Belarus,Andorra,67.0
2008-09-10,Bosnia and Herzegovina,Estonia,Bosnia and Herzegovina,30.0
2008-09-10,Chad,Sudan,Sudan,48.0
2008-09-10,Honduras,Jamaica,Honduras,73.0
2008-09-10,Iceland,Scotland,Iceland,77.0
2008-09-10,Korea DPR,Korea Republic,Korea DPR,64.0
2008-09-10,North Macedonia,Netherlands,North Macedonia,77.0
2008-09-10,Portugal,Denmark,Portugal,86.0
2008-09-10,Russia,Wales,Russia,22.0
2008-09-10,Turkey,Belgium,Turkey,74.0
2008-10-11,Cameroon,Mauritius,Cameroon,47.0
2008-10-11,Denmark,Malta,Denmark,29.0
2008-10-11,Finland,Azerbaijan,Finland,61.0
2008-10-11,Ivory Coast,Madagascar,Ivory Coast,66.0
2008-10-11,Luxembourg,Israel,Israel,2.0
2008-10-11,Morocco,Mauritania,Morocco,35.0
2008-10-15,Australia,Qatar,Australia,17.0
2008-10-15,Croatia,Andorra,Croatia,87.0
2008-10-15,Cuba,Guatemala,Cuba,45.0
2008-10-15,Greece,Switzerland,Switzerland,42.0
2008-10-15,Trinidad and Tobago,United States,Trinidad and Tobago,79.0
2008-11-19,Jamaica,Canada,Jamaica,58.0
2009-02-11,El Salvador,Trinidad and Tobago,Trinidad and Tobago,26.0
2009-02-11,Republic of Ireland,Georgia,Republic of Ireland,73.0
2009-03-28,Belgium,Bosnia and Herzegovina,Belgium,85.0
2009-03-28,Burkina Faso,Guinea,Burkina Faso,55.0
2009-03-28,Burkina Faso,Guinea,Guinea,65.0
2009-03-28,Cyprus,Georgia,Georgia,71.0
2009-03-28,Mexico,Costa Rica,Mexico,52.0
2009-03-28,Montenegro,Italy,Italy,11.0
2009-03-28,Netherlands,Scotland,Netherlands,77.0
2009-03-29,Ivory Coast,Malawi,Ivory Coast,6.0
2009-03-29,Peru,Chile,Chile,32.0
2009-04-01,Australia,Uzbekistan,Australia,73.0
2009-04-01,Bolivia,Argentina,Bolivia,34.0
2009-04-01,Brazil,Peru,Brazil,18.0
2009-04-01,Greece,Israel,Greece,67.0
2009-04-01,Honduras,Mexico,Mexico,82.0
2009-04-01,Saudi Arabia,United Arab Emirates,Saudi Arabia,4.0
2009-04-01,Turkey,Spain,Spain,63.0
2009-06-03,Costa Rica,United States,United States,90.0
2009-06-06,Belarus,Andorra,Andorra,90.0
2009-06-06,Cyprus,Montenegro,Cyprus,45.0
2009-06-06,El Salvador,Mexico,Mexico,71.0
2009-06-06,El Salvador,Mexico,El Salvador,86.0
2009-06-06,Kazakhstan,England,England,77.0
2009-06-06,Serbia,Austria,Serbia,7.0
2009-06-06,Tunisia,Mozambique,Tunisia,21.0
2009-06-06,United States,Honduras,United States,43.0
2009-06-06,Uruguay,Brazil,Brazil,75.0
2009-06-07,Nigeria,Kenya,Nigeria,72.0
2009-06-10,Japan,Qatar,Qatar,53.0
2009-06-15,Brazil,Egypt,Brazil,90.0
2009-06-15,United States,Italy,United States,41.0
2009-06-20,Kenya,Mozambique,Kenya,72.0
2009-07-05,Egypt,Rwanda,Egypt,74.0
2009-07-05,Nicaragua,Mexico,Mexico,45.0
2009-07-18,Canada,Honduras,Honduras,36.0
2009-07-18,United States,Panama,United States,106.0
2009-07-26,United States,Mexico,Mexico,56.0
2009-09-05,Austria,Faroe Islands,Austria,58.0
2009-09-05,Bulgaria,Montenegro,Bulgaria,83.0
2009-09-05,Hungary,Sweden,Hungary,79.0
2009-09-05,Paraguay,Bolivia,Paraguay,45.0
2009-09-05,Russia,Liechtenstein,Russia,40.0
2009-09-05,Russia,Liechtenstein,Russia,45.0
2009-09-05,Slovakia,Czech Republic,Slovakia,73.0
2009-09-05,Ukraine,Andorra,Ukraine,72.0
2009-09-05,Ukraine,Andorra,Ukraine,90.0
2009-09-05,Ukraine,Andorra,Ukraine,90.0
2009-09-09,Brazil,Chile,Chile,45.0
2009-09-09,Czech Republic,San Marino,Czech Republic,45.0
2009-09-09,England,Croatia,England,7.0
2009-09-09,Faroe Islands,Lithuania,Lithuania,22.0
2009-09-09,Germany,Azerbaijan,Germany,14.0
2009-09-09,Liechtenstein,Finland,Finland,74.0
2009-09-09,Mexico,Honduras,Mexico,76.0
2009-09-09,Montenegro,Cyprus,Montenegro,56.0
2009-09-09,Serbia,France,Serbia,12.0
2009-10-10,Armenia,Spain,Spain,64.0
2009-10-10,Austria,Lithuania,Austria,80.0
2009-10-10,Ecuador,Uruguay,Uruguay,90.0
2009-10-10,Greece,Latvia,Greece,47.0
2009-10-11,Algeria,Rwanda,Algeria,90.0
2009-10-11,Guinea,Burkina Faso,Burkina Faso,37.0
2009-10-14,Bulgaria,Georgia,Georgia,51.0
2009-10-14,France,Austria,France,26.0
2009-10-14,Lithuania,Serbia,Lithuania,20.0
2009-10-14,Lithuania,Serbia,Lithuania,68.0
2009-10-14,Trinidad and Tobago,Mexico,Trinidad and Tobago,23.0
2009-11-14,Sudan,Benin,Benin,34.0
2009-11-14,Sudan,Benin,Sudan,45.0
2010-01-10,Angola,Mali,Angola,67.0
2010-01-10,Angola,Mali,Angola,74.0
2010-01-12,Mozambique,Benin,Benin,14.0
2010-01-15,Ivory Coast,Ghana,Ghana,90.0
2010-01-16,Nigeria,Benin,Nigeria,42.0
2010-01-17,Cameroon,Zambia,Zambia,81.0
2010-01-28,Algeria,Egypt,Egypt,38.0
2010-06-13,Serbia,Ghana,Ghana,85.0
2010-06-16,South Africa,Uruguay,Uruguay,80.0
2010-06-17,France,Mexico,Mexico,79.0
2010-06-19,Ghana,Australia,Ghana,25.0
2010-06-20,Italy,New Zealand,Italy,29.0
2010-06-22,Nigeria,Korea Republic,Nigeria,69.0
2010-06-24,Cameroon,Netherlands,Cameroon,65.0
2010-06-26,United States,Ghana,United States,62.0
2010-06-28,Netherlands,Slovakia,Slovakia,90.0
2010-09-02,Israel,Malta,Israel,64.0
2010-09-03,Andorra,Russia,Russia,64.0
2010-09-03,San Marino,Netherlands,Netherlands,16.0
2010-09-07,Netherlands,Finland,Netherlands,16.0
2010-09-07,North Macedonia,Armenia,North Macedonia,90.0
2010-10-08,Hungary,San Marino,Hungary,90.0
2010-10-08,Republic of Ireland,Russia,Republic of Ireland,72.0
2010-10-08,Slovenia,Faroe Islands,Slovenia,72.0
2010-10-09,Israel,Croatia,Croatia,36.0
2010-10-12,Greece,Israel,Greece,63.0
2010-10-12,San Marino,Moldova,Moldova,86.0
2010-10-12,Scotland,Spain,Spain,44.0
2010-10-12,Switzerland,Wales,Switzerland,82.0
2010-11-17,Finland,San Marino,Finland,71.0
2011-01-10,Korea Republic,Bahrain,Bahrain,85.0
2011-01-12,Uzbekistan,Kuwait,Kuwait,49.0
2011-01-13,Syria,Japan,Syria,76.0
2011-01-13,Syria,Japan,Japan,82.0
2011-01-14,Bahrain,India,Bahrain,8.0
2011-01-18,Korea Republic,India,India,12.0
2011-01-25,Japan,Korea Republic,Korea Republic,23.0
2011-01-28,Uzbekistan,Korea Republic,Uzbekistan,45.0
2011-03-25,Spain,Czech Republic,Spain,73.0
2011-03-26,Wales,England,England,7.0
2011-03-29,Belgium,Azerbaijan,Belgium,32.0
2011-06-04,England,Switzerland,England,37.0
2011-06-04,Latvia,Israel,Israel,43.0
2011-06-04,Latvia,Israel,Latvia,62.0
2011-06-04,Russia,Armenia,Russia,73.0
2011-06-05,Mexico,El Salvador,Mexico,90.0
2011-06-07,Belarus,Luxembourg,Belarus,48.0
2011-06-07,Faroe Islands,Estonia,Faroe Islands,43.0
2011-06-07,Panama,Guadeloupe,Panama,57.0
2011-06-11,Canada,Guadeloupe,Canada,51.0
2011-06-11,United States,Panama,Panama,36.0
2011-06-14,Canada,Panama,Canada,62.0
2011-06-19,Panama,El Salvador,El Salvador,78.0
2011-06-29,Nepal,Timor-Leste,Nepal,15.0
2011-06-29,Vietnam,Macau,Vietnam,42.0
2011-07-02,Nepal,Timor-Leste,Nepal,4.0
2011-07-02,Turks and Caicos Islands,Bahamas,Bahamas,36.0
2011-07-03,Laos,Cambodia,Laos,112.0
2011-07-03,Philippines,Sri Lanka,Philippines,57.0
2011-07-03,Taiwan,Malaysia,Taiwan,44.0
2011-07-03,Taiwan,Malaysia,Taiwan,75.0
2011-07-10,Colombia,Bolivia,Colombia,28.0
2011-07-23,China,Laos,China,90.0
2011-07-23,United Arab Emirates,India,United Arab Emirates,21.0
2011-07-23,United Arab Emirates,India,United Arab Emirates,29.0
2011-07-28,Hong Kong,Saudi Arabia,Saudi Arabia,71.0
2011-07-28,Myanmar,Oman,Oman,39.0
2011-09-02,Andorra,Armenia,Armenia,90.0
2011-09-02,Azerbaijan,Belgium,Belgium,55.0
2011-09-02,Belarus,Bosnia and Herzegovina,Bosnia and Herzegovina,21.0
2011-09-02,Canada,Saint Lucia,Canada,50.0
2011-09-02,China,Singapore,China,69.0
2011-09-02,Cyprus,Portugal,Portugal,35.0
2011-09-02,El Salvador,Dominican Republic,El Salvador,77.0
2011-09-02,Finland,Moldova,Finland,52.0
2011-09-02,Norway,Iceland,Norway,88.0
2011-09-02,Slovenia,Estonia,Estonia,29.0
2011-09-02,Suriname,Cayman Islands,Suriname,11.0
2011-09-03,Scotland,Czech Republic,Czech Republic,90.0
2011-09-06,Azerbaijan,Kazakhstan,Azerbaijan,62.0
2011-09-06,Cayman Islands,El Salvador,Cayman Islands,73.0
2011-09-06,Dominican Republic,Suriname,Suriname,25.0
2011-09-06,Lebanon,United Arab Emirates,Lebanon,37.0
2011-09-06,Saudi Arabia,Australia,Australia,77.0
2011-09-06,United States Virgin Islands,Antigua and Barbuda,Antigua and Barbuda,38.0
2011-10-07,Belgium,Kazakhstan,Belgium,40.0
2011-10-07,Belgium,Kazakhstan,Kazakhstan,86.0
2011-10-07,Bosnia and Herzegovina,Luxembourg,Bosnia and Herzegovina,22.0
2011-10-07,Dominican Republic,El Salvador,El Salvador,37.0
2011-10-07,Northern Ireland,Estonia,Estonia,77.0
2011-10-07,Portugal,Iceland,Iceland,90.0
2011-10-07,Romania,Belarus,Romania,51.0
2011-10-07,Turkey,Germany,Germany,86.0
2011-10-07,United States Virgin Islands,Haiti,Haiti,74.0
2011-10-07,United States Virgin Islands,Haiti,Haiti,82.0
2011-10-07,Uruguay,Bolivia,Bolivia,87.0
2011-10-07,Wales,Switzerland,Wales,60.0
2011-10-11,Chile,Peru,Chile,63.0
2011-10-11,El Salvador,Cayman Islands,El Salvador,88.0
2011-10-11,France,Bosnia and Herzegovina,France,78.0
2011-10-11,Guatemala,Belize,Guatemala,8.0
2011-10-11,Guatemala,Belize,Guatemala,78.0
2011-10-11,Haiti,Curaçao,Haiti,25.0
2011-10-11,Lebanon,Kuwait,Lebanon,86.0
2011-10-11,Lithuania,Czech Republic,Czech Republic,2.0
2011-10-11,Lithuania,Czech Republic,Lithuania,68.0
2011-10-11,Lithuania,Czech Republic,Czech Republic,85.0
2011-10-11,Spain,Scotland,Scotland,66.0
2011-10-11,Sweden,Netherlands,Sweden,52.0
2011-11-11,Bermuda,Barbados,Bermuda,28.0
2011-11-11,Comoros,Mozambique,Mozambique,54.0
2011-11-11,Equatorial Guinea,Madagascar,Equatorial Guinea,20.0
2011-11-11,Estonia,Republic of Ireland,Republic of Ireland,88.0
2011-11-11,Qatar,Indonesia,Qatar,34.0
2011-11-11,Saudi Arabia,Thailand,Saudi Arabia,89.0
2011-11-14,Bermuda,Barbados,Bermuda,72.0
2011-11-15,Burundi,Lesotho,Burundi,88.0
2011-11-15,Canada,Saint Kitts and Nevis,Canada,36.0
2011-11-15,Grenada,Guatemala,Grenada,37.0
2011-11-15,Indonesia,Iran,Iran,73.0
2011-11-15,Lebanon,Korea Republic,Korea Republic,20.0
2011-11-15,Lebanon,Korea Republic,Lebanon,32.0
2011-11-15,Portugal,Bosnia and Herzegovina,Bosnia and Herzegovina,41.0
2011-11-15,Saint Vincent and the Grenadines,Belize,Belize,81.0
2011-11-24,Samoa,Tonga,Samoa,43.0
2012-01-26,Sudan,Angola,Angola,50.0
2012-01-27,Gabon,Morocco,Morocco,90.0
2012-01-28,Botswana,Guinea,Botswana,23.0
2012-02-29,Bahrain,Indonesia,Bahrain,5.0
2012-02-29,Bahrain,Indonesia,Bahrain,35.0
2012-02-29,Iran,Qatar,Qatar,9.0
2012-02-29,Iraq,Singapore,Iraq,22.0
2012-02-29,Iraq,Singapore,Iraq,36.0
2012-02-29,Tajikistan,Korea DPR,Korea DPR,54.0
2012-06-01,Latvia,Lithuania,Latvia,12.0
2012-06-02,Cameroon,DR Congo,Cameroon,54.0
2012-06-03,Tahiti,New Caledonia,Tahiti,28.0
2012-06-04,Papua New Guinea,New Zealand,Papua New Guinea,89.0
2012-06-05,New Caledonia,Samoa,New Caledonia,25.0
2012-06-05,Tahiti,Vanuatu,Tahiti,14.0
2012-06-08,Japan,Jordan,Japan,53.0
2012-06-08,United States,Antigua and Barbuda,United States,44.0
2012-06-09,Morocco,Ivory Coast,Morocco,42.0
2012-06-09,Uganda,Senegal,Uganda,87.0
2012-06-10,DR Congo,Togo,DR Congo,81.0
2012-06-10,Guinea,Egypt,Guinea,20.0
2012-06-10,Guinea,Egypt,Egypt,66.0
2012-06-10,Rwanda,Benin,Rwanda,86.0
2012-06-10,Tanzania,Gambia,Tanzania,85.0
2012-06-12,Australia,Japan,Australia,70.0
2012-06-12,Iraq,Oman,Iraq,37.0
2012-06-22,Germany,Greece,Greece,89.0
2012-06-23,Spain,France,Spain,90.0
2012-06-28,Germany,Italy,Germany,90.0
2012-09-07,Argentina,Paraguay,Paraguay,17.0
2012-09-07,Ecuador,Bolivia,Ecuador,73.0
2012-09-07,Kazakhstan,Republic of Ireland,Republic of Ireland,88.0
2012-09-07,Latvia,Greece,Latvia,41.0
2012-09-07,Moldova,England,England,4.0
2012-09-07,Montenegro,Poland,Poland,6.0
2012-09-07,Russia,Northern Ireland,Russia,78.0
2012-09-11,Austria,Germany,Germany,52.0
2012-09-11,England,Ukraine,England,87.0
2012-09-11,Hungary,Netherlands,Hungary,7.0
2012-09-11,Jordan,Australia,Jordan,50.0
2012-09-11,Norway,Slovenia,Norway,90.0
2012-09-11,Poland,Moldova,Poland,33.0
2012-09-11,Switzerland,Albania,Switzerland,68.0
2012-09-11,Uruguay,Ecuador,Ecuador,7.0
2012-10-12,Armenia,Italy,Italy,11.0
2012-10-12,Ecuador,Chile,Ecuador,56.0
2012-10-12,England,San Marino,England,35.0
2012-10-12,Guatemala,Jamaica,Jamaica,60.0
2012-10-12,Republic of Ireland,Germany,Germany,55.0
2012-10-12,Slovakia,Latvia,Slovakia,5.0
2012-10-12,Slovakia,Latvia,Latvia,84.0
2012-10-12,Wales,Scotland,Wales,80.0
2012-10-16,Costa Rica,Guyana,Costa Rica,51.0
2012-10-16,Cyprus,Norway,Norway,81.0
2012-10-16,Hungary,Turkey,Hungary,57.0
2012-10-16,North Macedonia,Serbia,North Macedonia,59.0
2012-10-16,Romania,Netherlands,Netherlands,45.0
2012-10-16,Russia,Azerbaijan,Russia,84.0
2012-10-16,San Marino,Moldova,Moldova,72.0
2013-01-20,Ghana,DR Congo,DR Congo,69.0
2013-01-24,Ghana,Mali,Ghana,38.0
2013-01-25,Zambia,Nigeria,Zambia,85.0
2013-01-28,DR Congo,Mali,DR Congo,3.0
2013-01-29,Ethiopia,Nigeria,Nigeria,80.0
2013-01-29,Ethiopia,Nigeria,Nigeria,90.0
2013-01-30,Algeria,Ivory Coast,Algeria,64.0
2013-01-30,Togo,Tunisia,Tunisia,30.0
2013-02-02,Ghana,Cape Verde,Ghana,54.0
2013-02-06,Burkina Faso,Ghana,Ghana,13.0
2013-03-22,Argentina,Venezuela,Argentina,45.0
2013-03-22,Hungary,Romania,Romania,68.0
2013-03-22,Hungary,Romania,Hungary,71.0
2013-03-22,North Macedonia,Belgium,Belgium,62.0
2013-03-22,Scotland,Wales,Wales,72.0
2013-03-23,Cameroon,Togo,Cameroon,41.0
2013-03-23,Ivory Coast,Gambia,Ivory Coast,51.0
2013-03-26,Denmark,Bulgaria,Denmark,63.0
2013-03-26,Egypt,Zimbabwe,Egypt,88.0
2013-03-26,Malta,Italy,Italy,8.0
2013-03-26,Netherlands,Romania,Netherlands,65.0
2013-03-26,Poland,San Marino,Poland,21.0
2013-03-26,Poland,San Marino,Poland,50.0
2013-03-26,Republic of Ireland,Austria,Republic of Ireland,25.0
2013-03-26,Wales,Croatia,Wales,21.0
2013-06-04,Japan,Australia,Japan,90.0
2013-06-07,Austria,Sweden,Austria,26.0
2013-06-07,Iceland,Slovenia,Iceland,26.0
2013-06-07,Iceland,Slovenia,Slovenia,31.0
2013-06-07,Sudan,Ghana,Sudan,26.0
2013-06-08,Morocco,Tanzania,Morocco,39.0
2013-06-08,Sierra Leone,Tunisia,Tunisia,55.0
2013-06-09,Guinea,Mozambique,Mozambique,44.0
2013-06-09,Guinea,Mozambique,Guinea,45.0
2013-06-11,Colombia,Peru,Colombia,12.0
2013-06-11,Ecuador,Argentina,Argentina,4.0
2013-06-11,Sweden,Faroe Islands,Sweden,82.0
2013-06-14,Libya,Togo,Libya,7.0
2013-06-15,Botswana,Central African Republic,Botswana,37.0
2013-06-15,Gabon,Niger,Gabon,42.0
2013-06-15,Gabon,Niger,Gabon,87.0
2013-06-15,Gabon,Niger,Gabon,90.0
2013-06-16,Equatorial Guinea,Tunisia,Equatorial Guinea,36.0
2013-06-16,Equatorial Guinea,Tunisia,Tunisia,64.0
2013-06-16,Liberia,Senegal,Senegal,18.0
2013-06-16,Mali,Benin,Mali,14.0
2013-06-16,Mexico,Italy,Mexico,34.0
2013-06-16,Tanzania,Ivory Coast,Ivory Coast,43.0
2013-06-19,Italy,Japan,Japan,21.0
2013-06-19,Italy,Japan,Italy,52.0
2013-06-23,Uruguay,Tahiti,Uruguay,67.0
2013-07-07,Mexico,Panama,Panama,7.0
2013-07-09,United States,Belize,United States,76.0
2013-07-11,Mexico,Canada,Mexico,57.0
2013-07-11,Panama,Martinique,Panama,85.0
2013-07-13,United States,Cuba,United States,45.0
2013-07-14,Martinique,Mexico,Martinique,43.0
2013-07-15,Honduras,Trinidad and Tobago,Trinidad and Tobago,48.0
2013-07-20,Panama,Cuba,Panama,25.0
2013-07-21,United States,El Salvador,El Salvador,39.0
2013-09-06,Costa Rica,United States,United States,43.0
2013-09-06,Estonia,Netherlands,Netherlands,90.0
2013-09-06,Kazakhstan,Faroe Islands,Kazakhstan,49.0
2013-09-06,North Macedonia,Wales,Wales,39.0
2013-09-06,Peru,Uruguay,Uruguay,43.0
2013-09-06,Switzerland,Iceland,Switzerland,54.0
2013-09-07,Ivory Coast,Morocco,Ivory Coast,83.0
2013-09-07,Nigeria,Malawi,Nigeria,50.0
2013-09-07,Sierra Leone,Equatorial Guinea,Sierra Leone,38.0
2013-09-07,South Africa,Botswana,South Africa,89.0
2013-09-10,Armenia,Denmark,Denmark,73.0
2013-09-10,Belarus,France,France,47.0
2013-09-10,Bolivia,Ecuador,Ecuador,57.0
2013-09-10,Egypt,Guinea,Egypt,51.0
2013-09-10,Faroe Islands,Germany,Germany,74.0
2013-09-10,Georgia,Finland,Finland,74.0
2013-09-10,Italy,Czech Republic,Italy,54.0
2013-09-10,Paraguay,Argentina,Argentina,12.0
2013-09-10,Paraguay,Argentina,Argentina,52.0
2013-09-10,Venezuela,Peru,Venezuela,59.0
2013-10-11,Albania,Switzerland,Albania,89.0
2013-10-11,Andorra,Romania,Romania,63.0
2013-10-11,Colombia,Chile,Chile,18.0
2013-10-11,Colombia,Chile,Colombia,74.0
2013-10-11,Colombia,Chile,Colombia,83.0
2013-10-11,England,Montenegro,England,90.0
2013-10-11,Netherlands,Hungary,Hungary,47.0
2013-10-12,Burkina Faso,Algeria,Burkina Faso,86.0
2013-10-12,Ivory Coast,Senegal,Ivory Coast,3.0
2013-10-13,Ethiopia,Nigeria,Nigeria,90.0
2013-10-15,Denmark,Malta,Denmark,11.0
2013-10-15,Denmark,Malta,Denmark,39.0
2013-10-15,Faroe Islands,Austria,Austria,67.0
2013-10-15,Ghana,Egypt,Egypt,41.0
2013-10-15,Ghana,Egypt,Ghana,72.0
2013-10-15,Jamaica,Honduras,Jamaica,59.0
2013-10-15,Montenegro,Moldova,Montenegro,55.0
2013-10-15,Republic of Ireland,Kazakhstan,Republic of Ireland,17.0
2013-10-15,Romania,Estonia,Romania,30.0
2013-10-15,San Marino,Ukraine,Ukraine,13.0
2013-10-15,San Marino,Ukraine,Ukraine,57.0
2013-10-15,Serbia,North Macedonia,Serbia,38.0
2013-10-15,Uruguay,Argentina,Uruguay,34.0
2013-11-15,Ukraine,France,Ukraine,82.0
2013-11-16,Nigeria,Ethiopia,Nigeria,20.0
2013-11-16,Senegal,Ivory Coast,Senegal,72.0
2013-11-20,New Zealand,Mexico,New Zealand,80.0
2014-06-12,Brazil,Croatia,Brazil,71.0
2014-06-13,Spain,Netherlands,Spain,27.0
2014-06-14,Uruguay,Costa Rica,Uruguay,24.0
2014-06-15,France,Honduras,France,45.0
2014-06-16,Germany,Portugal,Germany,12.0
2014-06-17,Belgium,Algeria,Algeria,25.0
2014-06-18,Australia,Netherlands,Australia,54.0
2014-06-24,Greece,Ivory Coast,Greece,90.0
2014-06-24,Japan,Colombia,Colombia,17.0
2014-06-29,Netherlands,Mexico,Netherlands,90.0
2014-07-04,Brazil,Colombia,Colombia,80.0
2014-07-12,Brazil,Netherlands,Netherlands,3.0
2014-09-07,Greece,Romania,Romania,10.0
2014-09-08,Austria,Sweden,Austria,7.0
2014-09-08,Russia,Liechtenstein,Russia,54.0
2014-09-08,Spain,North Macedonia,Spain,16.0
2014-09-08,Spain,North Macedonia,North Macedonia,28.0
2014-09-09,Andorra,Wales,Andorra,6.0
2014-10-09,England,San Marino,England,43.0
2014-10-09,Moldova,Austria,Austria,12.0
2014-10-09,Moldova,Austria,Moldova,27.0
2014-10-09,North Macedonia,Luxembourg,North Macedonia,66.0
2014-10-09,Slovenia,Switzerland,Slovenia,79.0
2014-10-10,Belgium,Andorra,Belgium,31.0
2014-10-10,Netherlands,Kazakhstan,Netherlands,89.0
2014-10-11,Republic of Ireland,Gibraltar,Republic of Ireland,18.0
2014-10-12,Russia,Moldova,Russia,73.0
2014-10-13,Andorra,Israel,Andorra,15.0
2014-10-13,Andorra,Israel,Israel,90.0
2014-10-13,Croatia,Azerbaijan,Croatia,57.0
2014-10-13,Iceland,Netherlands,Iceland,10.0
2014-10-13,Latvia,Turkey,Latvia,54.0
2014-11-15,England,Slovenia,England,59.0
2014-11-15,Montenegro,Sweden,Montenegro,80.0
2014-11-16,Bulgaria,Malta,Malta,49.0
2014-11-16,Cyprus,Andorra,Cyprus,87.0
2014-11-16,Turkey,Kazakhstan,Turkey,26.0
2014-11-16,Turkey,Kazakhstan,Kazakhstan,87.0
2015-01-09,Australia,Kuwait,Australia,62.0
2015-01-12,Japan,Palestine,Japan,43.0
2015-01-13,Australia,Oman,Australia,45.0
2015-01-16,Iraq,Japan,Japan,23.0
2015-01-18,Tunisia,Cape Verde,Cape Verde,78.0
2015-01-18,Uzbekistan,Saudi Arabia,Saudi Arabia,60.0
2015-01-19,Ghana,Senegal,Ghana,14.0
2015-01-23,Iran,Iraq,Iraq,116.0
2015-01-25,Equatorial Guinea,Gabon,Equatorial Guinea,55.0
2015-01-28,Guinea,Mali,Guinea,15.0
2015-01-30,Iraq,United Arab Emirates,United Arab Emirates,57.0
2015-01-31,Equatorial Guinea,Tunisia,Equatorial Guinea,90.0
2015-02-04,DR Congo,Ivory Coast,DR Congo,24.0
2015-02-05,Equatorial Guinea,Ghana,Ghana,42.0
2015-03-12,Yemen,Pakistan,Pakistan,67.0
2015-03-17,Macau,Cambodia,Macau,52.0
2015-03-25,Bahamas,Bermuda,Bermuda,14.0
2015-03-26,Turks and Caicos Islands,Saint Kitts and Nevis,Turks and Caicos Islands,5.0
2015-03-26,Turks and Caicos Islands,Saint Kitts and Nevis,Turks and Caicos Islands,14.0
2015-03-26,Turks and Caicos Islands,Saint Kitts and Nevis,Saint Kitts and Nevis,33.0
2015-03-27,Curaçao,Montserrat,Curaçao,39.0
2015-03-27,Moldova,Sweden,Sweden,84.0
